Bootstrap: [-0.2118, 0.1328]
Error in <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('bootcl_demo', '/Users/rweigel/git/tflab/stats/bootcl_demo.m', 32)" style="font-weight:bold">bootcl_demo</a> (<a href="matlab: opentoline('/Users/rweigel/git/tflab/stats/bootcl_demo.m',32,0)">line 32</a>)
assert(size(lims) == [1,2])
} 
size(lims) == [1,2]

ans =

  1×2 <a href="matlab:helpPopup('logical')" style="font-weight:bold">logical</a> array

   1   1

all(size(lims) == [1,2])

ans =

  <a href="matlab:helpPopup('logical')" style="font-weight:bold">logical</a>

   1

bootcl_demo
Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]
{Error using <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('assert')" style="font-weight:bold">assert</a>
The condition input argument must be convertible to a scalar logical.

Error in <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('bootcl_demo', '/Users/rweigel/git/tflab/stats/bootcl_demo.m', 32)" style="font-weight:bold">bootcl_demo</a> (<a href="matlab: opentoline('/Users/rweigel/git/tflab/stats/bootcl_demo.m',32,0)">line 32</a>)
assert(size(lims) == [1,2])
} 
bootcl_demo
Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]
Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]
Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]

Exact:     [-0.3099, 0.3099]
Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Exact:     [-0.3099, 0.3099]Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Exact:     [-0.3099, 0.3099]
Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Averages:  [1.0000, 
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4669, 0.2148]
Bootstrap: [-0.4739, 0.1594]
Bootstrap: [-0.1531, 0.4986]
Bootstrap: [-0.2786, 0.2376]
Bootstrap: [-0.2033, 0.3878]
Bootstrap: [-0.1637, 0.3864]
Bootstrap: [-0.1286, 0.4366]
Bootstrap: [-0.3850, 0.0969]
Bootstrap: [-0.1943, 0.4845]
Bootstrap: [-0.3471, 0.1946]
Averages:  [-0.2794, 0.3097]
Exact:     [-0.3099, 0.3099]
Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Averages:  [1.0000, 
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4669, 0.2148]
Bootstrap: [-0.4739, 0.1594]
Bootstrap: [-0.1531, 0.4986]
Bootstrap: [-0.2786, 0.2376]
Bootstrap: [-0.2033, 0.3878]
Bootstrap: [-0.1637, 0.3864]
Bootstrap: [-0.1286, 0.4366]
Bootstrap: [-0.3850, 0.0969]
Bootstrap: [-0.1943, 0.4845]
Bootstrap: [-0.3471, 0.1946]
Averages:  [-0.2794, 0.3097]
Exact:     [-0.3099, 0.3099]
Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4669, 0.2148]
Bootstrap: [-0.4739, 0.1594]
Bootstrap: [-0.1531, 0.4986]
Bootstrap: [-0.2786, 0.2376]
Bootstrap: [-0.2033, 0.3878]
Bootstrap: [-0.1637, 0.3864]
Bootstrap: [-0.1286, 0.4366]
Bootstrap: [-0.3850, 0.0969]
Bootstrap: [-0.1943, 0.4845]
Bootstrap: [-0.3471, 0.1946]
Averages:  [-0.2794, 0.3097]
Exact:     [-0.3099, 0.3099]
Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4669, 0.2148]
Bootstrap: [-0.4739, 0.1594]
Bootstrap: [-0.1531, 0.4986]
Bootstrap: [-0.2786, 0.2376]
Bootstrap: [-0.2033, 0.3878]
Bootstrap: [-0.1637, 0.3864]
Bootstrap: [-0.1286, 0.4366]
Bootstrap: [-0.3850, 0.0969]
Bootstrap: [-0.1943, 0.4845]
Bootstrap: [-0.3471, 0.1946]
Averages:  [-0.2794, 0.3097]
Exact:     [-0.3099, 0.3099]
{Error using <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('assert')" style="font-weight:bold">assert</a>
The condition input argument must be convertible to a scalar logical.

Error in <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('bootcl_demo', '/Users/rweigel/git/tflab/stats/bootcl_demo.m', 47)" style="font-weight:bold">bootcl_demo</a> (<a href="matlab: opentoline('/Users/rweigel/git/tflab/stats/bootcl_demo.m',47,0)">line 47</a>)
assert(all(lims1 == lims2))
} 
whos lims1
  Name       Size            Bytes  Class     Attributes

  lims1      2x10              160  double              

whos lims2
  Name       Size            Bytes  Class     Attributes

  lims2      2x10              160  double              

all(lims1 == lims2)

ans =

  1×10 <a href="matlab:helpPopup('logical')" style="font-weight:bold">logical</a> array

   0   0   0   0   0   0   0   0   0   0

help all
 <strong>all</strong>    True if all elements of a vector are nonzero.
    For vectors, <strong>all</strong>(V) returns logical 1 (TRUE) if none of the elements 
    of the vector are zero.  Otherwise it returns logical 0 (FALSE).  For 
    matrices, <strong>all</strong>(X) operates on the columns of X, returning a row vector
    of logical 1's and 0's. For N-D arrays, <strong>all</strong>(X) operates on the first
    non-singleton dimension.
 
    <strong>all</strong>(X,'all') returns logical 1 (TRUE) if none of the elements of an 
    array X are zero.  Otherwise, it returns logical 0 (FALSE).
 
    <strong>all</strong>(X,DIM) operates down the dimension DIM of an array X.  For example, 
    <strong>all</strong>(X,1) operates down the first dimension (the rows) of X.
 
    <strong>all</strong>(X,VECDIM) operates on the dimensions specified in the vector 
    VECDIM of an array X. For example, <strong>all</strong>(X,[1 2]) operates on the 
    elements contained in the first and second dimensions of X.
 
    See also <a href="matlab:help any -displayBanner">any</a>.

    <a href="matlab:doc all">Documentation for all</a>
    <a href="matlab:matlab.lang.internal.introspective.overloads.displayOverloads('all')">Other uses of all</a>

bootcl_demo
Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4669, 0.2148]
Bootstrap: [-0.4739, 0.1594]
Bootstrap: [-0.1531, 0.4986]
Bootstrap: [-0.2786, 0.2376]
Bootstrap: [-0.2033, 0.3878]
Bootstrap: [-0.1637, 0.3864]
Bootstrap: [-0.1286, 0.4366]
Bootstrap: [-0.3850, 0.0969]
Bootstrap: [-0.1943, 0.4845]
Bootstrap: [-0.3471, 0.1946]
Averages:  [-0.2794, 0.3097]
Exact:     [-0.3099, 0.3099]
{Error using <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('assert')" style="font-weight:bold">assert</a>
Assertion failed.

Error in <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('bootcl_demo', '/Users/rweigel/git/tflab/stats/bootcl_demo.m', 47)" style="font-weight:bold">bootcl_demo</a> (<a href="matlab: opentoline('/Users/rweigel/git/tflab/stats/bootcl_demo.m',47,0)">line 47</a>)
assert(all(lims1 == lims2,'all'))
} 

lims1 == lims2

ans =

  2×10 <a href="matlab:helpPopup('logical')" style="font-weight:bold">logical</a> array

   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0

help all
 <strong>all</strong>    True if all elements of a vector are nonzero.
    For vectors, <strong>all</strong>(V) returns logical 1 (TRUE) if none of the elements 
    of the vector are zero.  Otherwise it returns logical 0 (FALSE).  For 
    matrices, <strong>all</strong>(X) operates on the columns of X, returning a row vector
    of logical 1's and 0's. For N-D arrays, <strong>all</strong>(X) operates on the first
    non-singleton dimension.
 
    <strong>all</strong>(X,'all') returns logical 1 (TRUE) if none of the elements of an 
    array X are zero.  Otherwise, it returns logical 0 (FALSE).
 
    <strong>all</strong>(X,DIM) operates down the dimension DIM of an array X.  For example, 
    <strong>all</strong>(X,1) operates down the first dimension (the rows) of X.
 
    <strong>all</strong>(X,VECDIM) operates on the dimensions specified in the vector 
    VECDIM of an array X. For example, <strong>all</strong>(X,[1 2]) operates on the 
    elements contained in the first and second dimensions of X.
 
    See also <a href="matlab:help any -displayBanner">any</a>.

    <a href="matlab:doc all">Documentation for all</a>
    <a href="matlab:matlab.lang.internal.introspective.overloads.displayOverloads('all')">Other uses of all</a>

all(lims1 == lims2,'all')

ans =

  <a href="matlab:helpPopup('logical')" style="font-weight:bold">logical</a>

   0

lims1

lims1 =

   -0.4793   -0.4921   -0.1560   -0.2721   -0.2168   -0.1645   -0.1304   -0.3889   -0.1554   -0.3510
    0.2140    0.1315    0.4943    0.2556    0.4123    0.4292    0.4512    0.1072    0.4711    0.2026

all([0,0] == [1,1])

ans =

  <a href="matlab:helpPopup('logical')" style="font-weight:bold">logical</a>

   0

[0,0] == [1,1]

ans =

  1×2 <a href="matlab:helpPopup('logical')" style="font-weight:bold">logical</a> array

   0   0

all(lims1 == lims2,'all')

ans =

  <a href="matlab:helpPopup('logical')" style="font-weight:bold">logical</a>

   0

lims1 == lims2

ans =

  2×10 <a href="matlab:helpPopup('logical')" style="font-weight:bold">logical</a> array

   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0

all(lims1 == lims2)

ans =

  1×10 <a href="matlab:helpPopup('logical')" style="font-weight:bold">logical</a> array

   0   0   0   0   0   0   0   0   0   0

bootcl_demo
Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4669, 0.2148]
Bootstrap: [-0.4739, 0.1594]
Bootstrap: [-0.1531, 0.4986]
Bootstrap: [-0.2786, 0.2376]
Bootstrap: [-0.2033, 0.3878]
Bootstrap: [-0.1637, 0.3864]
Bootstrap: [-0.1286, 0.4366]
Bootstrap: [-0.3850, 0.0969]
Bootstrap: [-0.1943, 0.4845]
Bootstrap: [-0.3471, 0.1946]
Averages:  [-0.2794, 0.3097]
Exact:     [-0.3099, 0.3099]
{Error using <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('assert')" style="font-weight:bold">assert</a>
Assertion failed.

Error in <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('bootcl_demo', '/Users/rweigel/git/tflab/stats/bootcl_demo.m', 47)" style="font-weight:bold">bootcl_demo</a> (<a href="matlab: opentoline('/Users/rweigel/git/tflab/stats/bootcl_demo.m',47,0)">line 47</a>)
assert(isequal(lims1, lims2))
} 
lims1

lims1 =

   -0.4793   -0.4921   -0.1560   -0.2721   -0.2168   -0.1645   -0.1304   -0.3889   -0.1554   -0.3510
    0.2140    0.1315    0.4943    0.2556    0.4123    0.4292    0.4512    0.1072    0.4711    0.2026

lims2

lims2 =

   -0.4669   -0.4739   -0.1531   -0.2786   -0.2033   -0.1637   -0.1286   -0.3850   -0.1943   -0.3471
    0.2148    0.1594    0.4986    0.2376    0.3878    0.3864    0.4366    0.0969    0.4845    0.1946

bootcl_demo
Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.1273, 0.7416]
Bootstrap: [-0.2778, 0.2934]
Bootstrap: [-0.3532, 0.3380]
Bootstrap: [-0.4626, 0.1956]
Bootstrap: [-0.2845, 0.3033]
Bootstrap: [-0.4692, 0.0944]
Bootstrap: [-0.2892, 0.3085]
Bootstrap: [-0.3872, 0.2354]
Bootstrap: [-0.4540, 0.1843]
Bootstrap: [-0.3494, 0.2193]
Averages:  [-0.3454, 0.2914]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.1314, 0.7425]
Bootstrap: [-0.2701, 0.2842]
Bootstrap: [-0.3602, 0.3200]
Bootstrap: [-0.4505, 0.1887]
Bootstrap: [-0.2835, 0.3346]
Bootstrap: [-0.4737, 0.1223]
Bootstrap: [-0.2881, 0.2839]
Bootstrap: [-0.4014, 0.2338]
Bootstrap: [-0.4203, 0.1937]
Bootstrap: [-0.3576, 0.2455]
Averages:  [-0.3437, 0.2949]
Exact:     [-0.3099, 0.3099]
{Error using <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('assert')" style="font-weight:bold">assert</a>
Assertion failed.

Error in <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('bootcl_demo', '/Users/rweigel/git/tflab/stats/bootcl_demo.m', 49)" style="font-weight:bold">bootcl_demo</a> (<a href="matlab: opentoline('/Users/rweigel/git/tflab/stats/bootcl_demo.m',49,0)">line 49</a>)
assert(isequal(lims1, lims2))
} 

bootcl_demo
Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4669, 0.2148]
Bootstrap: [-0.4739, 0.1594]
Bootstrap: [-0.1531, 0.4986]
Bootstrap: [-0.2786, 0.2376]
Bootstrap: [-0.2033, 0.3878]
Bootstrap: [-0.1637, 0.3864]
Bootstrap: [-0.1286, 0.4366]
Bootstrap: [-0.3850, 0.0969]
Bootstrap: [-0.1943, 0.4845]
Bootstrap: [-0.3471, 0.1946]
Averages:  [-0.2794, 0.3097]
Exact:     [-0.3099, 0.3099]
{Error using <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('assert')" style="font-weight:bold">assert</a>
Assertion failed.

Error in <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('bootcl_demo', '/Users/rweigel/git/tflab/stats/bootcl_demo.m', 47)" style="font-weight:bold">bootcl_demo</a> (<a href="matlab: opentoline('/Users/rweigel/git/tflab/stats/bootcl_demo.m',47,0)">line 47</a>)
assert(isequal(lims1, lims2))
} 
mean(lims1)

ans =

   -0.1327   -0.1803    0.1692   -0.0082    0.0978    0.1323    0.1604   -0.1408    0.1579   -0.0742

mean(lims2)

ans =

   -0.1260   -0.1572    0.1728   -0.0205    0.0923    0.1114    0.1540   -0.1440    0.1451   -0.0762

mean(lims2,2)

ans =

   -0.2794
    0.3097

mean(lims1,2)

ans =

   -0.2807
    0.3169

help allclose
allclose not found.

    <a href="matlab:docsearch allclose">Search the documentation for allclose</a>

help allclose
allclose not found.

    <a href="matlab:docsearch allclose">Search the documentation for allclose</a>

bootcl_demo
Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4669, 0.2148]
Bootstrap: [-0.4739, 0.1594]
Bootstrap: [-0.1531, 0.4986]
Bootstrap: [-0.2786, 0.2376]
Bootstrap: [-0.2033, 0.3878]
Bootstrap: [-0.1637, 0.3864]
Bootstrap: [-0.1286, 0.4366]
Bootstrap: [-0.3850, 0.0969]
Bootstrap: [-0.1943, 0.4845]
Bootstrap: [-0.3471, 0.1946]
Averages:  [-0.2794, 0.3097]
Exact:     [-0.3099, 0.3099]
Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4669, 0.2148]
Bootstrap: [-0.4739, 0.1594]
Bootstrap: [-0.1531, 0.4986]
Bootstrap: [-0.2786, 0.2376]
Bootstrap: [-0.2033, 0.3878]
Bootstrap: [-0.1637, 0.3864]
Bootstrap: [-0.1286, 0.4366]
Bootstrap: [-0.3850, 0.0969]
Bootstrap: [-0.1943, 0.4845]
Bootstrap: [-0.3471, 0.1946]
Averages:  [-0.2794, 0.3097]
Exact:     [-0.3099, 0.3099]
Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.1314, 0.7425]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4669, 0.2148]
Bootstrap: [-0.4739, 0.1594]
Bootstrap: [-0.1531, 0.4986]
Bootstrap: [-0.2786, 0.2376]
Bootstrap: [-0.2033, 0.3878]
Bootstrap: [-0.1637, 0.3864]
Bootstrap: [-0.1286, 0.4366]
Bootstrap: [-0.3850, 0.0969]
Bootstrap: [-0.1943, 0.4845]
Bootstrap: [-0.3471, 0.1946]
Averages:  [-0.2794, 0.3097]
Exact:     [-0.3099, 0.3099]
Bootstrap: [-0.3499, 0.2526]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.3499, 0.2526]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.5065, 0.2153]
Bootstrap: [-0.4705, 0.1225]
Bootstrap: [-0.1476, 0.4821]
Bootstrap: [-0.2782, 0.2433]
Bootstrap: [-0.1916, 0.4189]
Bootstrap: [-0.1515, 0.3863]
Bootstrap: [-0.1218, 0.4549]
Bootstrap: [-0.3628, 0.0867]
Bootstrap: [-0.1709, 0.4816]
Bootstrap: [-0.3326, 0.1806]
Averages:  [-0.2734, 0.3072]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.5065, 0.2153]
Bootstrap: [-0.4705, 0.1225]
Bootstrap: [-0.1476, 0.4821]
Bootstrap: [-0.2782, 0.2433]
Bootstrap: [-0.1916, 0.4189]
Bootstrap: [-0.1515, 0.3863]
Bootstrap: [-0.1218, 0.4549]
Bootstrap: [-0.3628, 0.0867]
Bootstrap: [-0.1709, 0.4816]
Bootstrap: [-0.3326, 0.1806]
Averages:  [-0.2734, 0.3072]
Exact:     [-0.3099, 0.3099]
Bootstrap: [-0.4027, 0.1078]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4027, 0.1078]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.5065, 0.2153]
Bootstrap: [-0.4705, 0.1225]
Bootstrap: [-0.1476, 0.4821]
